Current Evaluation Model of Likelihood to Leave,EmployeeLeft,Hired through SMTP,Marked for PHT Program,Recruiting Location Code,Salary,"Survey, Relative, Attitude toward Environment","Survey, Relative, Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Peers","Survey, Relative, Peer's Average Attitude toward Work/Life Balance",University
36.4,1.0,1,0,81996,49855.96,4,3,2,3,St. Norbert College
34.2,0.0,1,1,81996,46794.53,4,3,3,1,COMSATS Institute of Information Technology
47.6,0.0,1,1,27999,47900.59,5,2,2,1,Nazarene Bible College
34.9,1.0,1,0,81996,46487.03,5,4,2,3,St. Norbert College
37.6,1.0,0,0,81996,47281.25,5,3,4,3,St. Norbert College
45.9,1.0,1,0,63997,56734.03,4,2,3,3,Enugu State University of Science and Technology
39.6,1.0,0,0,81996,58950.29,4,1,1,2,St. Norbert College
28.6,1.0,1,0,81996,54642.25,4,5,3,1,NHTV Breda University of Professional Education
36.7,0.0,1,0,27999,47410.36,4,4,3,1,St. Norbert College
29.7,1.0,1,0,63997,41451.09,5,5,1,3,St. Norbert College
34.9,1.0,1,1,81996,49849.32,5,4,3,2,St. Norbert College
39.7,1.0,0,1,81996,43986.15,3,7,5,5,St. Norbert College
25.3,1.0,1,0,45998,42679.96,5,3,2,4,COMSATS Institute of Information Technology
25.7,0.0,0,1,81996,44824.19,2,6,2,2,St. Norbert College
29.5,1.0,0,0,81996,45125.89,2,6,4,2,NHTV Breda University of Professional Education
37.8,0.0,1,1,27999,51819.03,4,3,3,1,Nazarene Bible College
48.6,1.0,0,0,27999,40719.35,5,8,5,2,Enugu State University of Science and Technology
37.6,1.0,1,0,27999,50000.5,5,4,4,1,St. Norbert College
45.6,1.0,1,0,81996,50077.74,5,6,1,3,NHTV Breda University of Professional Education
14.4,1.0,0,0,81996,44270.85,5,8,7,5,St. Norbert College
54.4,0.0,0,1,45998,45330.9,5,3,1,3,Nazarene Bible College
39.9,1.0,0,0,10000,55657.91,4,5,1,1,Enugu State University of Science and Technology
50.2,0.0,0,0,45998,58538.41,4,3,3,4,Université de Corse Pascal Paoli
30.5,0.0,1,1,10000,47832.32,2,6,2,5,Université de Corse Pascal Paoli
39.9,0.0,1,1,81996,51238.72,1,3,1,3,St. Norbert College
48.7,1.0,0,0,45998,54692.57,2,4,2,4,Enugu State University of Science and Technology
17.8,0.0,1,0,27999,43548.71,5,2,2,2,Enugu State University of Science and Technology
29.5,1.0,0,0,81996,41338.61,4,5,1,3,St. Norbert College
30.5,0.0,1,1,81996,55964.05,3,5,1,1,NHTV Breda University of Professional Education
46.4,1.0,1,0,27999,53404.9,3,4,3,3,NHTV Breda University of Professional Education
49.8,1.0,0,0,81996,47010.44,4,4,2,4,St. Norbert College
41.4,0.0,1,0,81996,45682.36,4,5,1,2,St. Norbert College
40.6,1.0,1,0,27999,54584.61,5,4,1,4,St. Norbert College
22.5,1.0,1,0,63997,49346.88,5,5,1,5,St. Norbert College
57.4,0.0,1,0,27999,48168.2,3,4,1,3,St. Norbert College
39.9,0.0,1,1,81996,43860.35,2,3,7,1,COMSATS Institute of Information Technology
48.6,0.0,1,0,10000,62378.17,3,1,1,1,Enugu State University of Science and Technology
41.4,0.0,0,0,81996,51377.08,2,3,2,4,Université de Corse Pascal Paoli
28.8,0.0,1,1,63997,44578.53,5,4,2,2,Enugu State University of Science and Technology
31.5,0.0,0,0,45998,66334.1,3,5,3,1,St. Norbert College
32.1,0.0,0,1,63997,41675.02,3,2,1,1,Université de Corse Pascal Paoli
22.5,1.0,0,1,10000,43576.04,4,2,2,3,St. Norbert College
43.8,0.0,0,0,45998,45215.74,3,5,3,1,St. Norbert College
55.1,0.0,1,1,45998,45889.58,2,2,1,3,NHTV Breda University of Professional Education
32.9,0.0,0,0,81996,49407.98,3,5,5,2,Nazarene Bible College
41.8,1.0,1,0,10000,44383.58,5,2,5,4,St. Norbert College
59.1,1.0,1,1,45998,55075.39,4,3,1,3,NHTV Breda University of Professional Education
23.6,0.0,1,0,81996,42006.45,5,4,1,2,NHTV Breda University of Professional Education
42.8,0.0,0,1,45998,53031.6,4,2,2,2,COMSATS Institute of Information Technology
43.8,0.0,0,1,45998,42175.12,5,1,6,1,Enugu State University of Science and Technology
45.2,0.0,0,1,63997,44673.4,5,2,1,1,St. Norbert College
29.7,1.0,0,0,63997,69488.99,5,6,3,2,St. Norbert College
36.3,0.0,0,0,45998,52407.26,2,3,1,3,Enugu State University of Science and Technology
44.1,0.0,0,0,10000,48535.12,2,3,1,1,NHTV Breda University of Professional Education
43.8,0.0,1,0,63997,46713.5,5,2,4,2,COMSATS Institute of Information Technology
38.3,1.0,0,0,81996,46987.76,5,1,3,1,Enugu State University of Science and Technology
53.9,0.0,0,1,81996,53628.73,2,4,1,2,Enugu State University of Science and Technology
32.6,0.0,1,1,81996,52182.39,5,3,3,1,St. Norbert College
41.1,1.0,1,0,10000,42137.84,4,3,7,3,St. Norbert College
46.6,0.0,0,1,27999,47176.19,5,2,1,1,St. Norbert College
18.5,1.0,0,0,45998,47930.97,2,3,2,2,St. Norbert College
20.6,1.0,0,1,81996,40769.6,5,5,6,4,St. Norbert College
36.4,1.0,1,1,10000,46179.23,5,2,2,2,St. Norbert College
36.9,0.0,1,1,81996,52387.88,1,3,1,3,St. Norbert College
19.5,0.0,0,0,45998,42421.33,5,5,3,2,NHTV Breda University of Professional Education
16.3,1.0,0,1,27999,51882.46,4,8,1,4,Nazarene Bible College
57.4,1.0,0,0,45998,56957.42,5,2,4,1,NHTV Breda University of Professional Education
58.8,1.0,1,0,10000,54981.57,3,7,2,2,St. Norbert College
36.6,1.0,0,1,45998,67155.9,5,3,1,2,Nazarene Bible College
45.1,1.0,0,1,10000,53439.79,5,2,1,5,COMSATS Institute of Information Technology
27.4,0.0,1,1,81996,54775.82,4,2,3,1,COMSATS Institute of Information Technology
35.0,0.0,0,0,27999,45736.16,3,1,1,3,NHTV Breda University of Professional Education
39.6,1.0,1,0,27999,53505.46,5,1,2,3,St. Norbert College
47.5,0.0,1,0,45998,41322.59,1,8,1,3,St. Norbert College
43.5,0.0,1,0,27999,49469.23,2,5,2,1,Enugu State University of Science and Technology
38.7,1.0,1,0,27999,61053.0,5,3,1,2,Université de Corse Pascal Paoli
40.6,0.0,1,1,45998,44003.13,5,7,4,1,Enugu State University of Science and Technology
22.4,0.0,0,1,45998,49963.42,2,2,2,4,St. Norbert College
39.1,0.0,1,1,27999,42249.05,4,3,1,1,St. Norbert College
33.3,0.0,0,0,81996,48647.49,3,4,6,3,Université de Corse Pascal Paoli
25.2,1.0,0,0,45998,44340.52,3,1,1,4,St. Norbert College
51.8,0.0,0,0,27999,43720.96,4,3,6,1,Nazarene Bible College
43.6,0.0,0,1,10000,44622.85,4,3,7,3,Université de Corse Pascal Paoli
37.2,1.0,0,1,45998,50610.44,5,6,3,3,NHTV Breda University of Professional Education
60.9,1.0,1,1,45998,46052.65,2,3,1,5,Enugu State University of Science and Technology
41.3,1.0,1,0,81996,47796.65,4,2,4,2,St. Norbert College
52.3,0.0,0,0,81996,45223.49,2,5,1,3,St. Norbert College
50.5,1.0,1,0,27999,45707.43,5,1,1,4,St. Norbert College
32.9,0.0,0,1,81996,43137.7,4,4,7,1,Université de Corse Pascal Paoli
79.0,1.0,1,0,81996,54963.33,3,5,1,3,St. Norbert College
25.4,0.0,1,0,45998,46587.24,5,8,2,1,St. Norbert College
33.9,0.0,1,1,81996,42093.0,3,5,4,4,St. Norbert College
59.3,1.0,0,1,45998,41953.08,5,5,6,1,Université de Corse Pascal Paoli
30.3,0.0,0,0,63997,54511.09,3,2,1,2,NHTV Breda University of Professional Education
33.6,1.0,0,0,45998,43806.98,5,4,1,5,NHTV Breda University of Professional Education
36.8,0.0,0,1,45998,47218.78,2,8,1,3,St. Norbert College
32.2,1.0,0,1,81996,47868.23,5,6,2,3,St. Norbert College
16.1,1.0,1,1,27999,52483.24,5,6,4,3,COMSATS Institute of Information Technology
44.8,1.0,0,1,27999,49866.64,4,2,7,3,Enugu State University of Science and Technology
32.7,0.0,1,1,27999,53688.1,3,5,2,1,NHTV Breda University of Professional Education
25.8,0.0,0,1,81996,47547.07,2,3,3,2,St. Norbert College
48.9,0.0,1,0,45998,42619.23,1,4,2,1,St. Norbert College
32.1,0.0,1,1,27999,52220.14,3,3,1,2,Nazarene Bible College
42.6,1.0,0,0,63997,58052.89,5,4,3,4,Enugu State University of Science and Technology
37.7,0.0,1,0,63997,51310.15,5,3,2,1,NHTV Breda University of Professional Education
25.5,1.0,1,1,63997,52452.9,5,4,1,3,St. Norbert College
48.8,1.0,0,0,45998,53875.14,5,2,2,3,Enugu State University of Science and Technology
34.0,0.0,1,1,63997,45163.88,3,2,5,1,St. Norbert College
47.1,1.0,1,1,45998,53598.51,5,3,1,3,St. Norbert College
32.6,1.0,0,1,63997,51389.3,5,4,4,4,St. Norbert College
49.7,0.0,1,1,10000,44904.85,5,8,7,1,Université de Corse Pascal Paoli
49.1,1.0,1,0,81996,59769.96,5,2,5,1,NHTV Breda University of Professional Education
49.3,0.0,0,1,63997,49554.33,4,8,5,2,Nazarene Bible College
45.1,0.0,0,0,63997,42746.36,4,2,2,3,COMSATS Institute of Information Technology
27.0,1.0,0,1,81996,51329.28,5,3,1,4,COMSATS Institute of Information Technology
39.1,0.0,0,0,81996,43341.92,5,4,3,1,NHTV Breda University of Professional Education
34.7,1.0,1,1,27999,50678.81,5,4,3,4,Enugu State University of Science and Technology
31.9,0.0,1,0,81996,41372.88,3,4,2,1,St. Norbert College
47.5,1.0,0,0,45998,45885.1,4,1,7,3,Enugu State University of Science and Technology
30.0,1.0,0,0,81996,60481.99,4,4,1,5,Enugu State University of Science and Technology
62.5,0.0,1,1,10000,54502.9,2,3,2,2,Enugu State University of Science and Technology
20.0,0.0,0,1,81996,57167.95,4,3,5,4,St. Norbert College
32.3,0.0,1,0,45998,45337.74,4,2,1,1,NHTV Breda University of Professional Education
42.9,1.0,1,0,10000,54725.12,3,2,7,4,St. Norbert College
36.4,0.0,0,0,81996,57328.69,3,5,4,1,Enugu State University of Science and Technology
31.3,0.0,1,1,81996,43115.05,3,2,2,4,Enugu State University of Science and Technology
26.6,1.0,0,0,45998,47241.56,5,2,4,5,St. Norbert College
60.2,0.0,0,1,27999,51478.28,2,4,3,2,Enugu State University of Science and Technology
27.8,1.0,0,1,10000,45752.66,5,3,2,2,St. Norbert College
40.7,1.0,0,0,45998,50890.13,5,4,6,3,Université de Corse Pascal Paoli
35.1,0.0,0,1,63997,50790.77,4,1,3,1,Enugu State University of Science and Technology
27.0,1.0,1,1,81996,47020.38,5,5,2,2,St. Norbert College
31.4,1.0,0,0,81996,55195.29,3,3,1,2,Enugu State University of Science and Technology
49.0,1.0,0,1,10000,50330.19,3,3,1,4,Enugu State University of Science and Technology
38.0,1.0,0,1,27999,45591.7,4,4,1,4,St. Norbert College
26.8,1.0,0,0,10000,49497.81,5,2,2,3,St. Norbert College
28.7,0.0,1,0,27999,42188.64,3,1,1,2,Enugu State University of Science and Technology
24.9,0.0,1,1,63997,43888.85,3,4,3,2,St. Norbert College
38.3,1.0,0,1,45998,43608.18,5,2,2,4,COMSATS Institute of Information Technology
33.0,1.0,0,0,27999,48764.61,5,1,2,5,Nazarene Bible College
35.8,0.0,1,1,63997,43147.46,4,1,4,3,Enugu State University of Science and Technology
26.2,1.0,0,0,63997,43961.71,5,7,1,4,St. Norbert College
27.8,0.0,0,0,81996,41053.31,3,2,2,1,Enugu State University of Science and Technology
10.9,1.0,0,0,45998,62001.08,5,6,1,3,NHTV Breda University of Professional Education
50.4,0.0,1,1,63997,52301.9,2,3,1,3,Université de Corse Pascal Paoli
35.3,0.0,1,1,45998,45545.66,4,3,7,3,NHTV Breda University of Professional Education
29.3,1.0,0,0,81996,53547.48,4,4,1,1,St. Norbert College
27.4,0.0,1,1,81996,51202.54,3,8,4,3,St. Norbert College
43.4,1.0,0,1,45998,51719.51,5,5,3,1,Enugu State University of Science and Technology
50.2,1.0,0,1,81996,50966.44,5,5,1,2,St. Norbert College
10.1,1.0,0,1,45998,46907.9,4,5,7,5,St. Norbert College
27.1,0.0,1,1,27999,46369.22,4,7,3,1,St. Norbert College
36.3,1.0,0,0,45998,47932.15,3,4,2,3,St. Norbert College
36.9,0.0,0,1,63997,51770.59,3,7,6,2,St. Norbert College
38.0,1.0,1,1,63997,42343.3,5,5,1,4,NHTV Breda University of Professional Education
30.8,1.0,0,0,45998,65017.64,4,3,4,1,Enugu State University of Science and Technology
48.1,0.0,0,1,45998,47176.55,4,2,5,1,Université de Corse Pascal Paoli
54.9,1.0,0,1,45998,46872.85,5,5,2,1,St. Norbert College
54.5,0.0,1,1,81996,43316.82,3,3,7,3,Université de Corse Pascal Paoli
21.1,0.0,1,1,81996,48468.69,5,2,1,1,NHTV Breda University of Professional Education
39.5,0.0,1,1,63997,43514.58,1,2,6,1,Enugu State University of Science and Technology
43.2,1.0,0,0,81996,48715.81,3,8,1,4,Enugu State University of Science and Technology
47.7,0.0,0,1,63997,49624.35,2,4,2,1,Enugu State University of Science and Technology
28.2,1.0,1,1,27999,68754.85,5,8,2,1,St. Norbert College
24.6,1.0,0,0,63997,56218.28,5,2,3,3,St. Norbert College
46.7,0.0,1,0,63997,44900.14,3,2,7,2,St. Norbert College
42.6,0.0,0,1,63997,46942.06,2,3,2,2,NHTV Breda University of Professional Education
35.2,0.0,0,1,45998,46019.16,3,2,1,3,St. Norbert College
27.7,0.0,1,0,81996,46790.0,2,2,7,2,COMSATS Institute of Information Technology
35.4,1.0,0,0,81996,46974.68,5,2,1,4,COMSATS Institute of Information Technology
16.4,0.0,0,1,81996,49946.82,5,7,3,1,NHTV Breda University of Professional Education
36.1,0.0,0,0,10000,54635.94,4,4,1,1,Université de Corse Pascal Paoli
45.6,0.0,0,1,81996,49450.57,2,3,2,1,Nazarene Bible College
50.2,0.0,0,1,45998,48312.84,1,4,3,2,Université de Corse Pascal Paoli
34.7,1.0,1,1,81996,49596.34,5,4,3,4,St. Norbert College
29.7,0.0,0,0,27999,48427.72,3,6,2,1,NHTV Breda University of Professional Education
38.0,1.0,1,1,45998,46359.69,5,2,1,4,NHTV Breda University of Professional Education
33.2,0.0,1,0,27999,48037.21,2,5,4,3,COMSATS Institute of Information Technology
26.7,0.0,1,1,81996,46437.29,3,6,3,4,Enugu State University of Science and Technology
24.3,0.0,1,0,45998,45485.36,4,2,1,2,NHTV Breda University of Professional Education
38.8,1.0,1,0,81996,53159.4,5,4,1,1,St. Norbert College
46.4,0.0,1,0,27999,54789.1,5,1,2,2,St. Norbert College
30.0,0.0,0,1,81996,56598.28,5,3,2,1,Université de Corse Pascal Paoli
35.5,0.0,0,0,45998,52728.24,2,6,5,4,COMSATS Institute of Information Technology
58.0,0.0,0,1,45998,49474.82,1,3,1,1,St. Norbert College
23.2,0.0,1,1,81996,56401.86,2,6,1,1,Université de Corse Pascal Paoli
54.0,1.0,1,1,10000,58879.59,4,4,6,2,Enugu State University of Science and Technology
47.4,1.0,1,0,10000,46136.04,5,2,5,2,St. Norbert College
47.5,0.0,1,0,27999,48906.95,2,3,2,3,NHTV Breda University of Professional Education
36.9,0.0,1,1,45998,54689.63,3,3,4,3,Enugu State University of Science and Technology
48.6,0.0,0,1,63997,50289.74,5,6,3,1,COMSATS Institute of Information Technology
30.1,1.0,0,1,45998,45923.82,5,4,1,3,Enugu State University of Science and Technology
51.4,0.0,0,0,45998,44919.83,5,2,3,1,Nazarene Bible College
29.8,0.0,0,1,81996,41227.23,3,5,7,1,St. Norbert College
37.4,0.0,1,1,45998,54526.54,4,3,1,1,NHTV Breda University of Professional Education
35.2,1.0,1,0,63997,49638.01,5,2,3,2,Enugu State University of Science and Technology
44.1,1.0,0,0,27999,43700.06,5,6,1,1,Nazarene Bible College
38.3,0.0,1,0,10000,50722.82,2,4,1,1,Enugu State University of Science and Technology
49.4,0.0,1,1,63997,42042.74,5,4,3,4,Université de Corse Pascal Paoli
39.1,1.0,1,1,81996,49148.81,3,3,6,5,NHTV Breda University of Professional Education
16.1,0.0,1,0,10000,46518.36,5,2,5,1,Enugu State University of Science and Technology
35.7,1.0,0,0,10000,57773.77,5,3,1,4,Enugu State University of Science and Technology
63.7,0.0,1,1,27999,46437.87,5,1,3,2,Université de Corse Pascal Paoli
52.8,0.0,0,1,81996,42277.95,4,5,7,2,NHTV Breda University of Professional Education
42.8,0.0,1,0,63997,49534.08,5,3,2,1,Enugu State University of Science and Technology
30.8,0.0,1,1,81996,43593.9,2,5,6,1,COMSATS Institute of Information Technology
44.0,1.0,1,0,81996,52832.52,4,4,1,2,St. Norbert College
27.4,1.0,1,1,45998,63695.19,4,4,2,3,NHTV Breda University of Professional Education
55.4,1.0,1,0,27999,43563.87,5,7,7,2,Enugu State University of Science and Technology
42.6,0.0,1,0,27999,54544.04,3,6,1,1,NHTV Breda University of Professional Education
31.9,0.0,1,0,81996,47114.74,3,2,7,1,St. Norbert College
49.6,1.0,0,0,45998,61337.21,5,4,2,1,Université de Corse Pascal Paoli
42.9,1.0,1,1,63997,49227.0,5,5,3,3,St. Norbert College
25.3,1.0,1,1,81996,54053.9,3,5,1,1,St. Norbert College
23.4,0.0,1,0,81996,46124.15,5,6,1,3,Université de Corse Pascal Paoli
36.9,1.0,1,0,45998,48461.09,3,3,5,4,NHTV Breda University of Professional Education
39.8,1.0,1,0,81996,44267.01,4,1,7,4,Enugu State University of Science and Technology
21.8,0.0,0,0,81996,45200.13,3,1,2,3,St. Norbert College
40.3,0.0,1,0,27999,55411.44,3,3,1,3,Université de Corse Pascal Paoli
33.9,0.0,1,1,27999,46324.01,5,4,1,1,St. Norbert College
36.2,0.0,1,0,27999,51759.97,2,4,1,1,St. Norbert College
48.4,1.0,0,1,81996,61797.08,2,5,5,4,St. Norbert College
29.2,1.0,1,1,27999,54602.7,5,3,7,1,St. Norbert College
38.2,0.0,1,0,45998,52635.0,2,2,1,3,Université de Corse Pascal Paoli
35.6,1.0,0,0,81996,43257.17,5,1,1,2,St. Norbert College
35.9,0.0,0,0,27999,46945.79,2,7,2,5,Université de Corse Pascal Paoli
18.0,0.0,0,0,63997,44287.04,3,4,2,1,COMSATS Institute of Information Technology
41.2,1.0,1,1,81996,47418.01,5,3,2,4,Enugu State University of Science and Technology
41.9,0.0,0,1,10000,44019.39,1,3,1,2,St. Norbert College
31.1,0.0,0,0,81996,52156.86,2,2,1,4,Nazarene Bible College
39.1,0.0,1,1,45998,50142.88,2,3,4,3,Enugu State University of Science and Technology
46.9,1.0,1,0,45998,49300.8,5,2,2,1,St. Norbert College
20.3,0.0,0,1,81996,44367.43,5,6,1,1,St. Norbert College
30.5,0.0,0,1,63997,45341.08,4,8,5,2,St. Norbert College
52.8,0.0,0,0,27999,44677.79,4,4,1,1,Enugu State University of Science and Technology
43.9,0.0,1,1,63997,50861.98,1,2,1,1,NHTV Breda University of Professional Education
35.9,1.0,0,1,45998,50031.51,5,6,1,2,St. Norbert College
38.3,0.0,0,0,63997,44005.81,3,4,3,1,St. Norbert College
61.5,1.0,1,0,81996,41994.87,5,3,2,2,Enugu State University of Science and Technology
23.6,1.0,0,1,45998,47086.09,5,6,3,3,Enugu State University of Science and Technology
32.9,1.0,1,0,10000,62227.81,2,2,1,2,St. Norbert College
32.6,1.0,0,1,81996,45615.17,5,3,1,2,St. Norbert College
57.3,1.0,1,0,10000,53076.3,2,5,1,4,Enugu State University of Science and Technology
17.8,0.0,1,1,27999,48466.52,3,3,2,3,Enugu State University of Science and Technology
32.6,1.0,0,0,10000,44181.21,5,2,2,2,NHTV Breda University of Professional Education
49.3,0.0,1,1,81996,50439.23,2,5,3,2,NHTV Breda University of Professional Education
37.5,0.0,1,1,63997,47563.32,2,7,1,4,Enugu State University of Science and Technology
42.6,1.0,0,0,10000,45025.52,5,5,3,4,St. Norbert College
47.1,1.0,0,0,27999,47568.74,5,4,4,1,St. Norbert College
48.3,0.0,0,0,45998,49382.05,2,5,1,1,Enugu State University of Science and Technology
30.7,0.0,0,1,10000,52548.87,2,3,6,1,Université de Corse Pascal Paoli
38.2,1.0,0,0,27999,49364.49,3,1,2,5,Enugu State University of Science and Technology
25.5,0.0,1,1,63997,50146.1,5,4,5,1,Enugu State University of Science and Technology
36.3,0.0,0,1,63997,44784.25,5,8,1,1,NHTV Breda University of Professional Education
24.2,0.0,0,0,81996,55127.75,5,5,2,3,NHTV Breda University of Professional Education
48.7,0.0,1,0,27999,50323.92,3,4,1,1,St. Norbert College
37.7,1.0,1,0,45998,46144.15,5,3,7,3,NHTV Breda University of Professional Education
31.7,1.0,0,0,81996,50715.11,5,6,5,5,COMSATS Institute of Information Technology
32.9,0.0,0,0,27999,47724.01,5,7,1,1,COMSATS Institute of Information Technology
41.1,0.0,0,1,63997,51363.91,1,2,1,1,St. Norbert College
42.4,1.0,1,0,81996,49573.39,5,4,1,4,St. Norbert College
22.8,0.0,1,0,81996,41694.91,5,2,1,1,Enugu State University of Science and Technology
29.6,0.0,0,1,81996,48058.29,2,4,4,1,COMSATS Institute of Information Technology
46.4,0.0,0,0,45998,50066.41,2,4,4,3,NHTV Breda University of Professional Education
54.8,0.0,0,0,27999,45567.22,2,6,1,1,St. Norbert College
37.8,1.0,0,0,63997,57475.73,2,6,1,4,NHTV Breda University of Professional Education
32.4,1.0,1,1,27999,41310.69,5,4,7,5,COMSATS Institute of Information Technology
32.4,1.0,1,1,10000,46905.48,4,5,3,4,St. Norbert College
28.3,1.0,0,1,45998,50581.7,5,3,7,2,NHTV Breda University of Professional Education
28.4,0.0,1,1,27999,42648.47,5,6,2,3,Université de Corse Pascal Paoli
29.1,1.0,1,0,81996,48914.46,5,4,1,3,Enugu State University of Science and Technology
20.3,0.0,0,1,81996,43160.76,5,3,1,3,NHTV Breda University of Professional Education
37.4,1.0,0,0,81996,56421.19,5,4,3,4,St. Norbert College
33.3,0.0,1,0,27999,52705.57,4,4,2,1,COMSATS Institute of Information Technology
41.6,0.0,1,0,27999,45181.06,5,5,2,1,COMSATS Institute of Information Technology
35.7,0.0,0,0,81996,43457.28,5,5,1,1,St. Norbert College
30.3,0.0,0,1,10000,52559.84,5,4,1,1,Enugu State University of Science and Technology
22.9,1.0,0,1,27999,52208.31,5,1,3,4,Enugu State University of Science and Technology
32.7,0.0,0,0,45998,44695.99,4,5,2,1,COMSATS Institute of Information Technology
56.3,0.0,1,1,81996,44637.62,4,4,1,3,COMSATS Institute of Information Technology
29.6,0.0,0,1,81996,55734.42,3,5,2,2,Enugu State University of Science and Technology
26.7,0.0,0,0,81996,42633.49,3,3,7,3,Université de Corse Pascal Paoli
36.0,0.0,1,0,27999,53983.75,2,2,3,3,Enugu State University of Science and Technology
46.8,1.0,1,0,45998,53651.4,5,5,5,3,St. Norbert College
23.3,0.0,1,0,10000,48876.01,3,5,2,4,COMSATS Institute of Information Technology
44.9,1.0,1,0,27999,72146.41,5,1,6,2,St. Norbert College
34.9,1.0,1,0,45998,55372.63,5,5,5,3,St. Norbert College
40.6,1.0,0,0,45998,45916.34,5,5,5,4,Enugu State University of Science and Technology
48.7,0.0,0,0,27999,48406.08,3,8,1,4,Université de Corse Pascal Paoli
38.5,1.0,1,0,45998,64585.03,5,8,2,1,COMSATS Institute of Information Technology
36.1,1.0,0,0,63997,44051.08,4,8,1,3,Enugu State University of Science and Technology
20.2,1.0,0,0,81996,54819.32,5,7,1,1,St. Norbert College
66.1,1.0,1,1,10000,49303.34,4,6,1,3,St. Norbert College
47.2,0.0,0,1,27999,52652.42,5,1,7,2,Nazarene Bible College
32.9,1.0,1,1,81996,55558.12,5,6,2,4,St. Norbert College
33.7,0.0,0,1,45998,54285.86,2,4,5,2,St. Norbert College
39.7,0.0,1,0,10000,42142.87,5,4,1,2,COMSATS Institute of Information Technology
37.7,0.0,1,0,81996,54521.08,3,2,5,2,Enugu State University of Science and Technology
